_id,id,car_name,car_model,car_model_year
"5fae75c7c1a9e88fed0ff586","5fae6e82fc13ae1dbd00001c","Dodge","Dakota",2002
"5fae75c7c1a9e88fed0ff587","5fae6e82fc13ae1dbd00001d","Ford","E150",2005
"5fae75c7c1a9e88fed0ff588","5fae6e82fc13ae1dbd00001e","BMW","5 Series",1999
"5fae75c7c1a9e88fed0ff589","5fae6e82fc13ae1dbd00001f","Mercury","Villager",1993
"5fae75c7c1a9e88fed0ff58a","5fae6e82fc13ae1dbd000020","Mitsubishi","Diamante",1992
"5fae75c7c1a9e88fed0ff58b","5fae6e82fc13ae1dbd000021","Geo","Tracker",1995
"5fae75c7c1a9e88fed0ff58c","5fae6e82fc13ae1dbd000022","Acura","Integra",1993
"5fae75c7c1a9e88fed0ff58d","5fae6e82fc13ae1dbd000023","GMC","Sierra 3500",2006
"5fae75c7c1a9e88fed0ff58e","5fae6e82fc13ae1dbd000024","Ford","Ranger",1995
"5fae75c7c1a9e88fed0ff58f","5fae6e82fc13ae1dbd000025","Saab",900,1993
"5fae75c7c1a9e88fed0ff590","5fae6e82fc13ae1dbd000026","GMC","Sierra 2500",2012
"5fae75c7c1a9e88fed0ff591","5fae6e82fc13ae1dbd000027","Chevrolet","Astro",1994
"5fae75c7c1a9e88fed0ff592","5fae6e82fc13ae1dbd000028","Mercury","Cougar",1999
"5fae75c7c1a9e88fed0ff593","5fae6e82fc13ae1dbd000029","Dodge","Dakota Club",2001
"5fae75c7c1a9e88fed0ff594","5fae6e82fc13ae1dbd00002a","Lamborghini","Countach",1988
"5fae75c7c1a9e88fed0ff595","5fae6e82fc13ae1dbd00002b","Lamborghini","Countach",1985
"5fae75c7c1a9e88fed0ff596","5fae6e82fc13ae1dbd00002c","Suzuki","Grand Vitara",2012
"5fae75c7c1a9e88fed0ff597","5fae6e82fc13ae1dbd00002d","Maserati","Biturbo",1986
"5fae75c7c1a9e88fed0ff598","5fae6e82fc13ae1dbd00002e","Ford","Bronco",1996
"5fae75c7c1a9e88fed0ff599","5fae6e82fc13ae1dbd00002f","Acura","SLX",1999
"5fae75c7c1a9e88fed0ff59a","5fae6e82fc13ae1dbd000030","BMW","5 Series",1998
"5fae75c7c1a9e88fed0ff59b","5fae6e82fc13ae1dbd000031","Chrysler","Sebring",1999
"5fae75c7c1a9e88fed0ff59c","5fae6e82fc13ae1dbd000032","BMW","Z4",2003
"5fae75c7c1a9e88fed0ff59d","5fae6e82fc13ae1dbd000033","Lincoln","MKS",2009
"5fae75c7c1a9e88fed0ff59e","5fae6e82fc13ae1dbd000034","Mitsubishi","Mirage",1988
"5fae75c7c1a9e88fed0ff59f","5fae6e82fc13ae1dbd000035","Chevrolet","Avalanche",2007
"5fae75c7c1a9e88fed0ff5a0","5fae6e82fc13ae1dbd000036","Maserati","Biturbo",1985
"5fae75c7c1a9e88fed0ff5a1","5fae6e82fc13ae1dbd000037","Porsche",911,2011
"5fae75c7c1a9e88fed0ff5a2","5fae6e82fc13ae1dbd000038","Ferrari","430 Scuderia",2008
"5fae75c7c1a9e88fed0ff5a3","5fae6e82fc13ae1dbd000039","Mitsubishi","Eclipse",2000
"5fae75c7c1a9e88fed0ff5a4","5fae6e82fc13ae1dbd00003a","Volkswagen","Golf",1999
"5fae75c7c1a9e88fed0ff5a5","5fae6e82fc13ae1dbd00003b","Mitsubishi","Galant",2008
"5fae75c7c1a9e88fed0ff5a6","5fae6e82fc13ae1dbd00003c","Honda","Accord",1991
"5fae75c7c1a9e88fed0ff5a7","5fae6e82fc13ae1dbd00003d","Land Rover","Range Rover",1987
"5fae75c7c1a9e88fed0ff5a8","5fae6e82fc13ae1dbd00003e","Nissan","Pathfinder",2007
"5fae75c7c1a9e88fed0ff5a9","5fae6e82fc13ae1dbd00003f","BMW",530,2005
"5fae75c7c1a9e88fed0ff5aa","5fae6e82fc13ae1dbd000040","Lincoln","MKX",2011
"5fae75c7c1a9e88fed0ff5ab","5fae6e82fc13ae1dbd000041","Toyota","Celica",1993
"5fae75c7c1a9e88fed0ff5ac","5fae6e82fc13ae1dbd000042","Scion","xB",2006
"5fae75c7c1a9e88fed0ff5ad","5fae6e82fc13ae1dbd000043","Oldsmobile","LSS",1997
"5fae75c7c1a9e88fed0ff5ae","5fae6e82fc13ae1dbd000044","Maserati","Biturbo",1987
"5fae75c7c1a9e88fed0ff5af","5fae6e82fc13ae1dbd000045","Dodge","Shadow",1993
"5fae75c7c1a9e88fed0ff5b0","5fae6e82fc13ae1dbd000046","Rolls-Royce","Phantom",2013
"5fae75c7c1a9e88fed0ff5b1","5fae6e82fc13ae1dbd000047","Mazda","Tribute",2009
"5fae75c7c1a9e88fed0ff5b2","5fae6e82fc13ae1dbd000048","Volvo","XC90",2004
"5fae75c7c1a9e88fed0ff5b3","5fae6e82fc13ae1dbd000049","Audi","A6",2010
"5fae75c7c1a9e88fed0ff5b4","5fae6e82fc13ae1dbd00004a","Dodge","Avenger",1998
"5fae75c7c1a9e88fed0ff5b5","5fae6e82fc13ae1dbd00004b","Chevrolet","Express 2500",2002
"5fae75c7c1a9e88fed0ff5b6","5fae6e82fc13ae1dbd00004c","Land Rover","Freelander",2009
"5fae75c7c1a9e88fed0ff5b7","5fae6e82fc13ae1dbd00004d","Ford","Windstar",1995
"5fae75c7c1a9e88fed0ff5b8","5fae6e82fc13ae1dbd00004e","Mercedes-Benz","GL-Class",2010
"5fae75c7c1a9e88fed0ff5b9","5fae6e82fc13ae1dbd00004f","Lexus","SC",2002
"5fae75c7c1a9e88fed0ff5ba","5fae6e82fc13ae1dbd000050","Mitsubishi","Pajero",2001
"5fae75c7c1a9e88fed0ff5bb","5fae6e82fc13ae1dbd000051","Mitsubishi","Lancer Evolution",2008
"5fae75c7c1a9e88fed0ff5bc","5fae6e82fc13ae1dbd000052","Mitsubishi","Tundra",2009
"5fae75c7c1a9e88fed0ff5bd","5fae6e82fc13ae1dbd000053","Lexus","RX",2007
"5fae75c7c1a9e88fed0ff5be","5fae6e82fc13ae1dbd000054","Chevrolet","Cavalier",2005
"5fae75c7c1a9e88fed0ff5bf","5fae6e82fc13ae1dbd000055","Chevrolet","S10",2003
"5fae75c7c1a9e88fed0ff5c0","5fae6e82fc13ae1dbd000056","Chevrolet","Silverado 1500",2011
"5fae75c7c1a9e88fed0ff5c1","5fae6e82fc13ae1dbd000057","Saturn","L-Series",2000
"5fae75c7c1a9e88fed0ff5c2","5fae6e82fc13ae1dbd000058","Chevrolet","Silverado 1500",2002
"5fae75c7c1a9e88fed0ff5c3","5fae6e82fc13ae1dbd000059","Saturn","S-Series",2001
"5fae75c7c1a9e88fed0ff5c4","5fae6e82fc13ae1dbd00005a","BMW","3 Series",2006
"5fae75c7c1a9e88fed0ff5c5","5fae6e82fc13ae1dbd00005b","Volkswagen","Rabbit",2008
"5fae75c7c1a9e88fed0ff5c6","5fae6e82fc13ae1dbd00005c","Volvo","C70",2003
"5fae75c7c1a9e88fed0ff5c7","5fae6e82fc13ae1dbd00005d","Dodge","Intrepid",2000
"5fae75c7c1a9e88fed0ff5c8","5fae6e82fc13ae1dbd00005e","Toyota","Land Cruiser",2010
"5fae75c7c1a9e88fed0ff5c9","5fae6e82fc13ae1dbd00005f","Dodge","Ram Van 1500",1996
"5fae75c7c1a9e88fed0ff5ca","5fae6e82fc13ae1dbd000060","Hyundai","Tiburon",1997
"5fae75c7c1a9e88fed0ff5cb","5fae6e82fc13ae1dbd000061","Chevrolet","Express 3500",1998
"5fae75c7c1a9e88fed0ff5cc","5fae6e82fc13ae1dbd000062","Jeep","Liberty",2003
"5fae75c7c1a9e88fed0ff5cd","5fae6e82fc13ae1dbd000063","Chrysler","New Yorker",1992
